Area Code: 2016,censusURL_2016,censusURL_2021,sal_id,suburb,postcode,state,state_name,type,lga,statistic_area,elevation,sqkm,lat,lng,timezone,govLvl
SSC31576,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC31576,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL31561,SAL31561,Knapp Creek,4285,QLD,Queensland,Rural locality,Scenic Rim,Greater Brisbane,145,85.044,-28.12704,152.80648,Australia/Brisbane,state suburbs
SSC21363,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21363,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL21371,SAL21371,Knebsworth,3286,VIC,Victoria,Rural locality,Moyne,Rest of VIC,97,25.334,-37.98835,141.87611,Australia/Melbourne,state suburbs
SSC12177,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC12177,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL12186,SAL12186,Knights Hill,2577,NSW,New South Wales,Rural locality,Kiama,Rest of NSW,754,10.351,-34.6183,150.69744,Australia/Sydney,state suburbs
SSC12178,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC12178,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL12187,SAL12187,Knockrow,2479,NSW,New South Wales,Rural locality,Ballina,Rest of NSW,75,13.135,-28.76054,153.54021,Australia/Sydney,state suburbs
SSC21364,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21364,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL21372,SAL21372,Knockwood,3723,VIC,Victoria,Rural locality,Mansfield,Rest of VIC,690,156.664,-37.41916,146.25494,Australia/Melbourne,state suburbs
SSC12179,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC12179,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL12188,SAL12188,Knorrit Flat,2424,NSW,New South Wales,Rural locality,Mid-Coast,Rest of NSW,102,18.322,-31.83963,152.108,Australia/Sydney,state suburbs
SSC12180,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC12180,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL12189,SAL12189,Knorrit Forest,2424,NSW,New South Wales,Rural locality,Mid-Coast,Rest of NSW,545,42.232,-31.78475,152.13377,Australia/Sydney,state suburbs
SSC21365,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21365,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL21373,SAL21373,Knowsley,3523,VIC,Victoria,Rural locality,Greater Bendigo,Rest of VIC,207,86.146,-36.82727,144.59507,Australia/Melbourne,state suburbs
SSC70149,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC70149,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL70149,SAL70149,Knuckey Lagoon,828,NT,Northern Territory,Major Urban locality,Litchfield,Greater Darwin,34,18.218,-12.42431,130.94542,Australia/Darwin,state suburbs
SSC31577,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC31577,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL31562,SAL31562,Koah,4881,QLD,Queensland,Rural locality,Mareeba,Rest of QLD,390,225.312,-16.90148,145.55813,Australia/Brisbane,state suburbs
SSC21367,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21367,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL21375,SAL21375,Koallah,3260,VIC,Victoria,Rural locality,Corangamite,Rest of VIC,147,15.497,-38.29439,143.23784,Australia/Melbourne,state suburbs
SSC31578,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC31578,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL31563,SAL31563,Kobble Creek,4520,QLD,Queensland,Rural locality,Moreton Bay,Greater Brisbane,99,52.621,-27.26651,152.80187,Australia/Brisbane,state suburbs
SSC21368,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21368,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL21376,SAL21376,Koetong,3704,VIC,Victoria,Rural locality,Towong,Rest of VIC,706,168.361,-36.16054,147.50037,Australia/Melbourne,state suburbs
SSC31579,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC31579,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL31564,SAL31564,Kogan,4406,QLD,Queensland,Rural locality,Western Downs,Rest of QLD,366,625.278,-27.08162,150.79345,Australia/Brisbane,state suburbs
SSC40698,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC40698,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL40704,SAL40704,Kohinoor,5223,SA,South Australia,Rural locality,Kangaroo Island,Rest of SA,130,68.643,-35.76883,137.41397,Australia/Adelaide,state suburbs
SSC50763,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC50763,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL50769,SAL50769,Kojaneerup South,6328,WA,Western Australia,Rural locality,Albany,Rest of WA,153,315.601,-34.50466,118.39724,Australia/Perth,state suburbs
SSC50764,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC50764,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL50770,SAL50770,Kojarena,6532,WA,Western Australia,Rural locality,Greater Geraldton,Rest of WA,255,50.615,-28.71283,114.87056,Australia/Perth,state suburbs
SSC50765,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC50765,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL50771,SAL50771,Kojonup,6395,WA,Western Australia,Urban locality,Kojonup,Rest of WA,347,351.653,-33.82975,117.17763,Australia/Perth,state suburbs
SSC50766,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC50766,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL50772,SAL50772,Kokeby,6304,WA,Western Australia,Rural locality,Beverley,Rest of WA,204,199.773,-32.19623,116.97758,Australia/Perth,state suburbs
SSC31580,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC31580,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL31565,SAL31565,Kokotungo,4702,QLD,Queensland,Rural locality,Banana,Rest of QLD,125,781.289,-24.12668,149.96563,Australia/Brisbane,state suburbs
SSC31581,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC31581,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL31566,SAL31566,Kolonga,4671,QLD,Queensland,Rural locality,Bundaberg,Rest of QLD,122,144.965,-24.77601,151.70924,Australia/Brisbane,state suburbs
SSC21369,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21369,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL21377,SAL21377,Kolora,3265,VIC,Victoria,Rural locality,Corangamite,Rest of VIC,145,115.64,-38.1268,142.92441,Australia/Melbourne,state suburbs
SSC50767,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC50767,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL50773,SAL50773,Kondinin,6367,WA,Western Australia,Rural locality,Kondinin,Rest of WA,316,1186.288,-32.42981,118.30511,Australia/Perth,state suburbs
SSC50768,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC50768,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL50774,SAL50774,Kondut,6605,WA,Western Australia,Rural locality,Wongan-Ballidu,Rest of WA,281,510.177,-30.71753,116.82001,Australia/Perth,state suburbs
SSC40701,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC40701,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL40706,SAL40706,Kongal,5270,SA,South Australia,Rural locality,Tatiara,Rest of SA,64,50.286,-36.38089,140.4708,Australia/Adelaide,state suburbs
SSC40702,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC40702,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL40707,SAL40707,Kongorong,5291,SA,South Australia,Rural locality,Grant,Rest of SA,22,150.545,-37.91847,140.52179,Australia/Adelaide,state suburbs
SSC50769,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC50769,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL50775,SAL50775,Konnongorring,6603,WA,Western Australia,Rural locality,Goomalling,Rest of WA,297,443.766,-31.05146,116.7751,Australia/Perth,state suburbs
SSC21371,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21371,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL21379,SAL21379,Konongwootong,3315,VIC,Victoria,Rural locality,Southern Grampians,Rest of VIC,309,98.232,-37.47171,141.66516,Australia/Melbourne,state suburbs
SSC21372,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21372,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL21380,SAL21380,Koo Wee Rup,3981,VIC,Victoria,Urban locality,Cardinia,Greater Melbourne,8,58.979,-38.19097,145.49318,Australia/Melbourne,state suburbs
SSC21373,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21373,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL21381,SAL21381,Koo Wee Rup North,3810,VIC,Victoria,Rural locality,Cardinia,Greater Melbourne,9,5.306,-38.1409,145.53836,Australia/Melbourne,state suburbs
SSC12183,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC12183,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL12192,SAL12192,Kooba,2680,NSW,New South Wales,Rural locality,Griffith,Rest of NSW,125,51.883,-34.42599,146.10051,Australia/Sydney,state suburbs
SSC50770,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC50770,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL50776,SAL50776,Koojan,6510,WA,Western Australia,Rural locality,Moora,Rest of WA,240,246.439,-30.80301,116.0709,Australia/Perth,state suburbs
SSC12184,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC12184,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL12193,SAL12193,Kookabookra,2370,NSW,New South Wales,Rural locality,Glen Innes Severn,Rest of NSW,961,202.672,-30.02076,152.03276,Australia/Sydney,state suburbs
SSC50771,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC50771,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL50777,SAL50777,Kookynie,6431,WA,Western Australia,Rural locality,Menzies,Rest of WA,398,12574.031,-29.63485,122.00938,Australia/Perth,state suburbs
SSC50772,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC50772,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL50778,SAL50778,Koolanooka,6623,WA,Western Australia,Rural locality,Morawa,Rest of WA,378,667.374,-29.20929,116.22993,Australia/Perth,state suburbs
SSC12185,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC12185,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL12194,SAL12194,Koolewong,2256,NSW,New South Wales,Major Urban locality,Central Coast,Greater Sydney,98,1.322,-33.46901,151.31642,Australia/Sydney,state suburbs
SSC40703,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC40703,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL40708,SAL40708,Koolgera,5661,SA,South Australia,Rural locality,Streaky Bay,Rest of SA,121,314.265,-32.29727,134.70325,Australia/Adelaide,state suburbs
SSC12186,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC12186,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL12195,SAL12195,Koolkhan,2460,NSW,New South Wales,Rural locality,Clarence Valley,Rest of NSW,19,1.557,-29.61671,152.93309,Australia/Sydney,state suburbs
SSC21374,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21374,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL21382,SAL21382,Kooloonong,3597,VIC,Victoria,Rural locality,Swan Hill,Rest of VIC,67,378.105,-34.8583,143.13663,Australia/Melbourne,state suburbs
SSC70150,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC70150,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL70150,SAL70150,Koolpinyah,822,NT,Northern Territory,Rural locality,Litchfield,Greater Darwin,14,781.87,-12.3626,131.21637,Australia/Darwin,state suburbs
SSC50773,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC50773,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL50779,SAL50779,Koolyanobbing,6427,WA,Western Australia,Rural locality,Yilgarn,Rest of WA,391,527.564,-30.8494,119.57174,Australia/Perth,state suburbs
SSC40705,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC40705,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL40710,SAL40710,Koolywurtie,5575,SA,South Australia,Rural locality,Yorke Peninsula,Rest of SA,77,120.39,-34.67456,137.58823,Australia/Adelaide,state suburbs
SSC50774,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC50774,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL50780,SAL50780,Koomberkine,6461,WA,Western Australia,Rural locality,Dowerin,Rest of WA,322,356.922,-31.0377,117.02512,Australia/Perth,state suburbs
SSC31582,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC31582,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL31567,SAL31567,Koombooloomba,4872,QLD,Queensland,Rural locality,Tablelands,Rest of QLD,766,757.896,-17.82667,145.54995,Australia/Brisbane,state suburbs
SSC21375,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21375,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL21383,SAL21383,Koonda,3669,VIC,Victoria,Rural locality,Strathbogie,Rest of VIC,152,24.587,-36.48893,145.75086,Australia/Melbourne,state suburbs
SSC21376,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21376,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL21384,SAL21384,Koondrook,3580,VIC,Victoria,Urban locality,Gannawarra,Rest of VIC,81,59.08,-35.64371,144.13246,Australia/Melbourne,state suburbs
SSC31583,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC31583,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL31568,SAL31568,Koongal,4701,QLD,Queensland,Urban locality,Rockhampton,Rest of QLD,19,3.6,-23.36884,150.54957,Australia/Brisbane,state suburbs
SSC40706,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC40706,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL40712,SAL40712,Koongawa,5650,SA,South Australia,Rural locality,Kimba,Rest of SA,157,333.166,-33.19338,135.86268,Australia/Adelaide,state suburbs
SSC40707,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC40707,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL40713,SAL40713,Koonibba,5690,SA,South Australia,Rural locality,Ceduna,Rest of SA,153,235.125,-31.88621,133.44915,Australia/Adelaide,state suburbs
SSC21377,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21377,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL21385,SAL21385,Koonoomoo,3644,VIC,Victoria,Rural locality,Moira,Rest of VIC,121,47.424,-35.85053,145.57507,Australia/Melbourne,state suburbs
SSC40708,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC40708,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL40714,SAL40714,Koonoona,5417,SA,South Australia,Rural locality,Goyder,Rest of SA,538,27.166,-33.82996,138.93098,Australia/Adelaide,state suburbs
SSC12188,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC12188,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL12197,SAL12197,Koonorigan,2480,NSW,New South Wales,Rural locality,Lismore,Rest of NSW,24,38.224,-28.69423,153.2262,Australia/Sydney,state suburbs
SSC40709,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC40709,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL40715,SAL40715,Koonunga,5373,SA,South Australia,Rural locality,Light,Rest of SA,299,45.228,-34.36643,139.0106,Australia/Adelaide,state suburbs
SSC21378,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21378,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL21386,SAL21386,Koonwarra,3954,VIC,Victoria,Rural locality,South Gippsland,Rest of VIC,31,36.807,-38.55944,145.95147,Australia/Melbourne,state suburbs
SSC12189,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC12189,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL12198,SAL12198,Koonyum Range,2482,NSW,New South Wales,Rural locality,Byron,Rest of NSW,492,7.786,-28.54188,153.41082,Australia/Sydney,state suburbs
SSC12191,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC12191,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL12200,SAL12200,Koorainghat,2430,NSW,New South Wales,Rural locality,Mid-Coast,Rest of NSW,68,31.908,-31.98917,152.49686,Australia/Sydney,state suburbs
SSC31584,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC31584,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL31569,SAL31569,Kooralbyn,4285,QLD,Queensland,Urban locality,Scenic Rim,Greater Brisbane,135,87.459,-28.07248,152.82096,Australia/Brisbane,state suburbs
SSC31585,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC31585,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL31570,SAL31570,Kooralgin,4402,QLD,Queensland,Rural locality,Toowoomba,Rest of QLD,445,60.391,-26.93011,151.93287,Australia/Brisbane,state suburbs
SSC12192,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC12192,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL12201,SAL12201,Koorawatha,2807,NSW,New South Wales,Rural locality,Cowra,Rest of NSW,366,299.701,-34.01181,148.60019,Australia/Sydney,state suburbs
SSC50777,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC50777,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL50783,SAL50783,Koorda,6475,WA,Western Australia,Urban locality,Koorda,Rest of WA,312,9.545,-30.81829,117.48323,Australia/Perth,state suburbs
SSC21379,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21379,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL21387,SAL21387,Kooreh,3477,VIC,Victoria,Rural locality,Northern Grampians,Rest of VIC,190,87.437,-36.65215,143.39568,Australia/Melbourne,state suburbs
SSC40710,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC40710,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL40716,SAL40716,Koorine,5279,SA,South Australia,Rural locality,Wattle Range,Rest of SA,91,55.762,-37.62059,140.6243,Australia/Adelaide,state suburbs
SSC21380,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21380,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL21388,SAL21388,Koorlong,3501,VIC,Victoria,Rural locality,Mildura,Rest of VIC,50,132.88,-34.29866,142.05227,Australia/Melbourne,state suburbs
SSC21381,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21381,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL21389,SAL21389,Koornalla,3844,VIC,Victoria,Rural locality,Latrobe,Rest of VIC,267,25.319,-38.34782,146.5288,Australia/Melbourne,state suburbs
SSC21382,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21382,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL21390,SAL21390,Kooroocheang,3364,VIC,Victoria,Rural locality,Hepburn,Rest of VIC,454,39.569,-37.30308,144.03775,Australia/Melbourne,state suburbs
SSC21383,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21383,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL21391,SAL21391,Koorool,3860,VIC,Victoria,Rural locality,Wellington,Rest of VIC,367,97.951,-37.7299,146.94094,Australia/Melbourne,state suburbs
SSC21384,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21384,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL21392,SAL21392,Koorooman,3953,VIC,Victoria,Rural locality,South Gippsland,Rest of VIC,95,19.929,-38.46798,146.02171,Australia/Melbourne,state suburbs
SSC31587,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC31587,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL31572,SAL31572,Kooroomool,4854,QLD,Queensland,Rural locality,Cassowary Coast,Rest of QLD,796,252.996,-17.94604,145.66528,Australia/Brisbane,state suburbs
SSC31588,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC31588,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL31573,SAL31573,Kooroongarra,4357,QLD,Queensland,Rural locality,Toowoomba,Rest of QLD,446,116.745,-28.09234,151.28605,Australia/Brisbane,state suburbs
SSC12194,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC12194,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL12203,SAL12203,Kootingal,2352,NSW,New South Wales,Urban locality,Tamworth Regional,Rest of NSW,424,82.597,-31.06293,151.06127,Australia/Sydney,state suburbs
SSC40712,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC40712,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL40718,SAL40718,Koppamurra,5271,SA,South Australia,Rural locality,Naracoorte and Lucindale,Rest of SA,83,92.553,-37.04954,140.89453,Australia/Adelaide,state suburbs
SSC40713,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC40713,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL40719,SAL40719,Koppio,5607,SA,South Australia,Rural locality,Tumby Bay,Rest of SA,162,167.594,-34.4185,135.86511,Australia/Adelaide,state suburbs
SSC12195,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC12195,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL12204,SAL12204,Koraleigh,2735,NSW,New South Wales,Rural locality,Murray River,Rest of NSW,83,145.244,-35.12766,143.43608,Australia/Sydney,state suburbs
SSC50778,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC50778,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL50784,SAL50784,Korbel,6415,WA,Western Australia,Rural locality,Merredin,Rest of WA,269,341.01,-31.65536,118.12812,Australia/Perth,state suburbs
SSC50779,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC50779,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL50785,SAL50785,Kordabup,6333,WA,Western Australia,Rural locality,Denmark,Rest of WA,112,85.933,-34.91678,117.14777,Australia/Perth,state suburbs
SSC12196,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC12196,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL12205,SAL12205,Koreelah,2476,NSW,New South Wales,Rural locality,Tenterfield,Rest of NSW,439,270.971,-28.37709,152.42627,Australia/Sydney,state suburbs
SSC21386,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21386,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL21394,SAL21394,Koriella,3714,VIC,Victoria,Rural locality,Murrindindi,Rest of VIC,250,37.641,-37.15859,145.65241,Australia/Melbourne,state suburbs
SSC21387,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21387,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL21395,SAL21395,Korobeit,3341,VIC,Victoria,Rural locality,Moorabool,Rest of VIC,509,14.506,-37.57635,144.34186,Australia/Melbourne,state suburbs
SSC21388,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21388,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL21396,SAL21396,Koroit,3282,VIC,Victoria,Urban locality,Moyne,Rest of VIC,78,41.987,-38.27637,142.37186,Australia/Melbourne,state suburbs
SSC21390,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21390,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL21398,SAL21398,Koroop,3579,VIC,Victoria,Rural locality,Gannawarra,Rest of VIC,78,50.086,-35.73857,144.06366,Australia/Melbourne,state suburbs
SSC12197,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC12197,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL12206,SAL12206,Korora,2450,NSW,New South Wales,Urban locality,Coffs Harbour,Rest of NSW,62,16.601,-30.25025,153.11523,Australia/Sydney,state suburbs
SSC50780,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC50780,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL50786,SAL50786,Korrelocking,6485,WA,Western Australia,Rural locality,Wyalkatchem,Rest of WA,315,451.406,-31.2172,117.54029,Australia/Perth,state suburbs
SSC21391,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21391,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL21399,SAL21399,Korumburra,3950,VIC,Victoria,Urban locality,South Gippsland,Rest of VIC,232,59.943,-38.43874,145.82344,Australia/Melbourne,state suburbs
SSC21392,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21392,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL21400,SAL21400,Korumburra South,3950,VIC,Victoria,Rural locality,South Gippsland,Rest of VIC,100,15.906,-38.47961,145.84404,Australia/Melbourne,state suburbs
SSC40714,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC40714,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL40720,SAL40720,Korunye,5502,SA,South Australia,Rural locality,Adelaide Plains,Rest of SA,31,77.145,-34.51861,138.51218,Australia/Adelaide,state suburbs
SSC21393,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21393,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL21401,SAL21401,Korweinguboora,3461,VIC,Victoria,Rural locality,Moorabool,Rest of VIC,677,31.316,-37.44145,144.14229,Australia/Melbourne,state suburbs
SSC21394,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21394,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL21402,SAL21402,Kotta,3565,VIC,Victoria,Rural locality,Campaspe,Rest of VIC,100,57.394,-36.19239,144.52627,Australia/Melbourne,state suburbs
SSC21395,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21395,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL21403,SAL21403,Kotupna,3638,VIC,Victoria,Rural locality,Moira,Rest of VIC,103,126.832,-36.13377,145.11548,Australia/Melbourne,state suburbs
SSC31589,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC31589,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL31574,SAL31574,Koumala,4738,QLD,Queensland,Rural locality,Mackay,Rest of QLD,42,833.944,-21.62262,149.24096,Australia/Brisbane,state suburbs
SSC31591,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC31591,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL31576,SAL31576,Kowguran,4415,QLD,Queensland,Rural locality,Western Downs,Rest of QLD,327,172.889,-26.50676,150.12254,Australia/Brisbane,state suburbs
SSC21396,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21396,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL21404,SAL21404,Koyuga,3622,VIC,Victoria,Rural locality,Campaspe,Rest of VIC,101,93.749,-36.23567,144.8819,Australia/Melbourne,state suburbs
SSC31592,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC31592,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL31577,SAL31577,Kragra,4413,QLD,Queensland,Rural locality,Western Downs,Rest of QLD,442,601.431,-26.11747,150.7905,Australia/Brisbane,state suburbs
